CodeSta,Latitude,Longitude,Altitude,StaName,SensorType,Network,Geology,MeasuredVs30,Vs30_fCSN,f0_HVSR,A0_HVSR,f0_fCSN,TypeCurveHVSR,InfVs30_HVSR,TopographicSlope,InfVs30_TopoSlope,InfVs30_Vp,InferedVs30,PreferedVs30,uncertainty_Vs30,IDPreferedVs30,Kappa0,Channels,OrientationCH1,OrientationCH2,OrientationCH3
CLCH,-33.396198,-70.536797,865,"CERRO CALAN, LAS CONDES","SSA-120SLN, Terra Technology",C-IRISDMC,,619,-999,0.98,1.80693800797973,,flat,150,0.212826814318978,780,-999,542.15065171264,619,-999,1,-999,"HHE, HHN, HHZ",90,0,0
CO01,-29.9773,-70.0939,2157,"JUNTAS DEL TORO","CMG-5T + Q330 digitizer + Trillium 120p",C1-IRISDMC,Ks2c,-999,-999,0.1,1.5932237720007,,flat,150,0.448215803958987,1145,1135,995.588056986966,764,0.387667502106948,2,-999,"HNE, HNN, HNZ",90,0,-999
CO02,-31.2037,-71.0003,1190,"COMBARBALÁ","Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com",C1-IRISDMC,Ksh,475,402,4.5,5.02260950119169,4.22 [Hz],peak,567,0.099223036025241,532,621,577.064621574051,475,-999,1,0.0437081634627781,"HNE, HNN, HNZ",90,0,-999
CO03,-30.8389,-70.6891,1003,"EL PEDREGAL","Quanterra 330 Linear Phase Composite",C1-IRISDMC,Qf,705,704,8,2.61208757505173,,flat,713,0.0860457562658471,504,1009,768.769627159745,705,-999,1,0.0505723743909846,"HNE, HNN, HNZ",90,0,0
CO04,-32.0433,-70.9747,2401,"LOS PELADEROS (SALAMANCA)","No information",C1-IRISDMC,Kia2,-999,-999,5.16666666666667,2.77577181507882,,flat,610,0.244234569859759,829,927,842.615641103365,782,0.387667502106948,2,-999,"HNE, HNN, HNZ",90,0,-999
CO05,-29.91864,-71.23841,101,"LA SERENA"," CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,MP1c,831,773,0.9,2.15047122802889,,flat,150,0.169792028732581,690,574,557.597453773871,831,-999,1,-999,"HNE, HNN, HNZ",90,0,-999
CO06,-30.673813,-71.634987,247,"FRAY JORGE, IV REGION COQUIMBO"," Episensor, DC to &gt;200 Hz,  20V differential full s",C1-IRISDMC,Jsg,-999,-999,4.6,3.14779696337931,,peak,574,0.11386575186279,564,907,688.209265778225,693,0.237400492741652,2,-999,"HNE, HNN, HNZ",90,0,-999
COCH,-36.131302,-72.788399,23,"COBQUECURA","",C-IRISDMC,,-999,-999,-999,0,,,-999,0.403536386269519,1076,-999,1076,1076,0.557379023284951,8,-999,"",-999,-999,-999
CONC01R,-36.8283,-73.0482,-999,"CONCEPCION CENTRO S/N 5003","SMA-1",REN,,223,-999,0.67,4.31786438773087,,peak,150,0.0434913748528527,406,-999,309.350106092755,223,-999,1,-999,"",-999,-999,-999
COPI01R,-27.3737,-70.3216,-999,"COPIAPO HOSPITAL","QDR",REN,,-999,-999,2.69,6.91367192315764,,peak,343,0.0398521898507574,397,-999,366.145524264521,365,0.311010350044602,3,-999,"",-999,-999,-999
COPI02R,-28.5766,-70.7552,-999,"VALLENAR HOSPITAL","QDR",REN,,-999,-999,4.74,2.12430189318045,,peak,584,0.0575358283838166,438,-999,521.421360321851,525,0.311010350044602,3,-999,"",-999,-999,-999
COYC,-45.57299,-72.08139,235,"COYHAIQUE, CHILE","FBA",C-IRISDMC,JK1m,-999,-999,-999,0,,,-999,0.422906668987601,1106,-999,1106,1106,0.557379023284951,8,-999,"HNE, HNN, HNZ",90,0,0
CSCH,-33.321,-71.411,-999,"CASABLANCA, TEATRO MUNICIPAL","QDR",C,,322,-999,1.32,6.46400516340579,,peak,150,0.0324586963055455,380,-999,293.16611094271,322,-999,1,-999,"",-999,-999,-999
DG01,-33.4563,-70.6624,609,"BODEGA DGF","Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea",C1-IRISDMC,Q1,-999,-999,0.91,0,,flat,150,0.0162289938379335,327,-999,260.175659290694,221,0.531822001697684,3,0.053,"HNE, HNN, HNZ",90,0,-999
EN01CV,-34.756431,-71.130242,-999,"CONVENTO VIEJO","no info",ENDESA,,-999,-999,20.27,0,,peak,826,0.0901539171402758,513,-999,691.841683429721,700,0.311010350044602,3,-999,"",-999,-999,-999
EN02RA,-34.04142,-71.589105,-999,"RAPEL","no info",ENDESA,,-999,-999,0.32,0,,flat,150,0.162274528050266,672,-999,474.924825704759,361,0.531822001697684,3,-999,"",-999,-999,-999
EN03TO,-33.1,-70.75,-999,"LAS TORTOLAS","no info",ENDESA,,-999,-999,3.1,0,,peak,417,0.0663329802561038,459,-999,435.002074427961,434,0.311010350044602,3,-999,"",-999,-999,-999
EN04ME,-35.75851,-71.088092,-999,"MELADO","no info",ENDESA,,-999,-999,0.18,0,,flat,150,0.54849752930539,1301,-999,866.453016065474,614,0.531822001697684,3,-999,"",-999,-999,-999
EN05PA,-37.910833,-71.611111,-999,"PANGUE","no info",ENDESA,,-999,-999,0.4,0,,flat,150,0.208337171672615,773,-999,537.793422249166,401,0.531822001697684,3,-999,"",-999,-999,-999
FAR1,-33.3377,-70.2994,2770,"FARELLONES","Episensor + Q330 + Trillium 40",C-IRISDMC,M3i,-999,-999,4.4,3.43217618725541,,peak,559,0.214495528218381,783,918,741.603909982399,747,0.237400492741652,2,0.019,"HNE, HNN, HNZ",90,0,0
FSR,-33.4785,-70.694,781,"FALLA DE SAN RAMON","Episensor, DC to >200 Hz,  5V differential full sc",C-IRISDMC,Q1,-999,-999,-999,0,,,-999,0.0193662106289491,341,-999,341,341,0.557379023284951,8,-999,"",-999,-999,-999
GO01,-19.6685,-69.1942,3809,"CHUSMIZA","Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea",C-IRISDMC,M3i,973,-999,7.63333333333333,6.44766672178253,,peak,703,0.141118488955219,623,1004,788.257543374403,973,-999,1,0.0471613331749318,"HNE, HNN, HNZ",90,0,0
GO02,-25.1626,-69.5904,2550,"MINA EL HUANACO","Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea",C-IRISDMC,PE3i,-999,-999,9.9,1.89489351268204,,flat,748,0.244389663249213,829,935,866.407093058503,837,0.387667502106948,2,0.064,"HNE, HNN, HNZ",90,0,0
GO03,-27.5937,-70.2347,730,"COPIAPO - TIERRA AMARILLA","Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea",C-IRISDMC,Ki1m,892,908,5.53333333333333,1.55262683053664,,flat,629,0.178679510688076,711,1213,932.037284025462,892,-999,1,0.033,"HNE, HNN, HNZ",90,0,0
GO04,-30.1727,-70.7993,2076,"TOLOLO - VICUÑA","Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea",C-IRISDMC,Ks3a,-999,-999,2.03333333333333,5.51643109986959,,peak,254,0.237233686926467,818,538,496.443298969072,502,0.237400492741652,2,0.0521010864340709,"HNE, HNN, HNZ",90,0,0
GO05,-35.0099,-71.9303,488,"HUALAÑE","Episensor + Q330 + T240",C-IRISDMC,Qf,-999,-999,2.96666666666667,2.56945668745682,,peak,394,0.22714825947852,803,849,657.125785768167,665,0.237400492741652,2,0.066,"HNE, HNN, HNZ",90,0,0
GO06,-39.5839,-71.472,1258,"CURARREHUE (PASO MAMUIL MALAL), CHILE","Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea",C-IRISDMC,Q1,-999,-999,6.8,0,,flat,679,0.18856959063003,734,1342,1008.1582297666,934,0.387667502106948,2,-999,"HNE, HNN, HNZ",90,0,0
GO07,-43.1142,-73.6644,178,"MILLADEO, QUELLON","Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea",C-IRISDMC,Q1g,440,354,0.466666666666667,177.230943453837,1.24 [Hz],peak,150,0.133680810330738,607,378,434.23279781752,440,-999,1,-999,"HNE, HNN, HNZ",90,0,0
GO08,-48.4648,-72.5566,1000,"VILLA O'HIGGINS, CHILE","Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea",C-IRISDMC,DC4,-999,-999,-999,0,,,-999,0.13751994406775,615,566,589.019702276707,588,0.375976268403919,5,-999,"HNE, HNN, HNZ",90,0,0
GO09,-51.270699,-72.338097,268,"CERRO CASTILLO, CHILE","Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea",C-IRISDMC,Ks1mp,-999,-999,-999,0,,,-999,0.119680640053719,576,626,602.510507880911,604,0.375976268403919,5,-999,"HNE, HNN, HNZ",90,0,0
GO10,-53.154598,-71.049797,652,"PUNTA ARENAS, CHILE","Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea",C-IRISDMC,OM1c,-999,-999,-999,0,,,-999,0.0979725913863829,529,63,281.922066549912,272,0.375976268403919,5,-999,"HNE, HNN, HNZ",90,0,0
HMBCX,-20.27822,-69.88791,1152,"HUMBERSTONE","GFZ:CX1980:FBA-EST/10.0/g=1",CX-GEOFON,Js1m,677,743,1.3,1.84496198488462,,flat,150,0.358338807156523,1006,772,772.858441952107,677,-999,1,-999,"HHZ, HHE, HHN",0,90,0
HUNY,-42.379002,-72.4142,50,"HUINAY","",C-IRISDMC,,-999,-999,-999,0,,,-999,0.228078212240304,804,-999,804,804,0.557379023284951,8,-999,"HHE, HHN, HHZ",90,0,0
L01C,-38.773,-72.5974,121,"MUNICIPALIDAD DE PADRE DE LAS CASAS","Episensor FBA - Basalt Serial 1188",CSN,OM3b,-999,-999,2.06666666666667,5.35323313781577,,peak,258,0.0384795361911941,394,345,322.953419663063,325,0.237400492741652,2,-999,"",-999,-999,-999
L01L,-41.4351,-73.0985,84,"AEROPUERTO EL TEPUAL","Episensor FBA - Basalt Serial 1297",CSN,Q1g,402,402,-999,0,1.2 [Hz],flat,-999,0.0324142321773579,380,-999,380,402,-999,1,-999,"",-999,-999,-999
L01R,-39.815,-73.2582,15,"RETEN ISLA TEJAS","Episensor FBA - Basalt Serial 1250",CSN,Pl1m,245,203,0.966666666666667,136.495420642763,0.85 [Hz],peak,150,0.0162116770162685,327,-999,260.175659290694,245,-999,1,-999,"",-999,-999,-999
L02C,-39.278,-71.9776,245,"9NA COMISARIA PUCON","Episensor FBA - Basalt Serial 1083",CSN,Q1g1,-999,-999,0.566666666666667,5.99991376072482,,peak,150,0.0529242540985831,428,82,226.979690815399,197,0.387667502106948,2,-999,"",-999,-999,-999
L02L,-41.6214,-73.5945,6,"3RA COMISARIA MAULLIN","Episensor FBA - Basalt Serial 879",CSN,Qm,202,202,0.266666666666667,6.06414268671836,0.32 [Hz],flat,150,0.0162065890048235,327,420,344.406183692028,202,-999,1,-999,"",-999,-999,-999
L02R,-39.8322,-73.201,15,"DIPOLCAR CARABINEROS","Episensor FBA - Basalt Serial 1508",CSN,Pl1m,229,229,1.26666666666667,4.32122015635036,1.04 [Hz],peak,150,0.0531025269545359,428,387,368.524098211579,229,-999,1,-999,"",-999,-999,-999
L03C,-38.7418,-72.6184,123,"ESTADIO GERMAN BECKER","Episensor FBA - Basalt Serial 1226",CSN,Qf,-999,-999,0.433333333333333,787.353034213986,,peak,150,0.0528667064487928,428,339,346.24825704759,290,0.387667502106948,2,-999,"",-999,-999,-999
L03L,-41.7719,-73.1274,25,"4TA COMISARIA DE CALBUCO","Episensor FBA - Basalt Serial 1366",CSN,Q1g,-999,-999,5.1,5.80927560619079,,peak,606,0.0540853130389662,430,526,533.367362333417,532,0.237400492741652,2,-999,"",-999,-999,-999
L03R,-39.8692,-73.3996,32,"RETEN NIEBLA","Episensor FBA - Basalt Serial 1374",CSN,PzTr4,450,450,0.3,6.43566687135108,6.71 [Hz],peak,150,0.0420774042257724,402,213,277.62321915732,450,-999,1,-999,"",-999,-999,-999
L04C,-38.9938,-73.0855,44,"RETEN TEODORO SCHMIDT","Episensor FBA - Basalt Serial 1232",CSN,Q1,-999,-999,7.3,7.23636603981286,,peak,695,0.0162139726724291,327,748,620.354601458386,620,0.237400492741652,2,-999,"",-999,-999,-999
L04L,-41.4534,-72.943,123,"RECINTO DEPORTIVO MUNICIPAL","Episensor FBA - Basalt Serial 1289",CSN,Q1g,570,509,-999,0,0.92 [Hz],flat,-999,0.0915389792965573,516,-999,516,570,-999,1,-999,"",-999,-999,-999
L04R,-39.5406,-72.9611,29,"SUBCOMISARIA SAN JOSE MARIQUINA","Episensor FBA - Basalt Serial 1357",CSN,Q1g,356,328,2.03333333333333,4.13657643641526,2.82 [Hz],peak,254,0.0449069477551458,409,825,493.4466306261,356,-999,1,-999,"",-999,-999,-999
L05C,-38.4532,-71.3713,1047,"SUBCOMISARIA LONQUIMAY","Episensor FBA - Basalt Serial 1047",CSN,Q1,-999,-999,-999,0,,,-999,0.0206211501709666,346,-999,346,346,0.557379023284951,8,-999,"",-999,-999,-999
L05L,-41.154,-73.417,152,"TENENCIA FRESIA","Episensor FBA - Basalt Serial 1295",CSN,Q1g,104,255,0.266666666666667,4.84319960772193,1.41 [Hz],peak,150,0.0162079094432131,327,319,297.534101242801,104,-999,1,-999,"",-999,-999,-999
L05R,-39.6414,-72.3367,0,"5TA COMISARIA PANGUIPULLI","Episensor FBA - Basalt Serial 1253",CSN,Q1g,-999,-999,1.3,5.14375288263107,,peak,150,0.0795172563642905,489,635,507.431645953319,413,0.387667502106948,2,-999,"",-999,-999,-999
L06C,-37.7955,-72.693,97,"REGIMIENTO DE CABALLERIA BLINDADA HUSARES DE ANGOL","Episensor FBA - Basalt Serial 1513",CSN,Pl3t,-999,-999,3.4,5.36356828338476,,peak,459,0.026089650254531,365,416,420.111956248428,419,0.237400492741652,2,-999,"",-999,-999,-999
L06L,-41.1284,-73.0523,157,"SUBCOMISARIA FRUTILLAR","Episensor FBA - Basalt Serial 1286",CSN,Q1g,536,536,-999,0,1.04 [Hz],flat,-999,0.0162079815873729,327,-999,327,536,-999,1,-999,"",-999,-999,-999
L06R,-40.293,-73.084,0,"3RA COMISARIA LA UNION","Episensor FBA - Basalt Serial 1371",CSN,Q1g,481,448,0.533333333333333,5.4390164495517,0.62 [Hz],peak,150,0.0423391506300389,403,400,364.796605031828,481,-999,1,-999,"",-999,-999,-999
L07C,-38.2296,-72.3395,0,"REGIMIENTO LOGISTICO N°3 VICTORIA","Episensor FBA - Basalt Serial 1069",CSN,Pl3t,-999,-999,0.466666666666667,4.31146987889162,,peak,150,0.0324321904572319,380,195,260.680509245226,225,0.387667502106948,2,-999,"",-999,-999,-999
L07L,-41.3166,-72.9842,58,"1RA COMISARIA PUERTO VARAS","Episensor FBA - Basalt Serial 1241",CSN,Q3i,548,232,1.06666666666667,4.1694080750029,1.3 [Hz],peak,150,0.032414901003997,380,41,189.212185510761,548,-999,1,-999,"",-999,-999,-999
L07R,-40.128,-72.394,0,"TENENCIA FUTRONO","Episensor FBA - Basalt Serial 1370",CSN,Q1g,229,229,0.966666666666667,3.01171682572957,1.02 [Hz],peak,150,0.0452406964312858,410,-999,311.839951500455,229,-999,1,-999,"",-999,-999,-999
L08C,-38.8551,-71.6978,472,"RECINTO MUNICIPAL MELIPEUCO","Episensor FBA - Basalt Serial 1066",CSN,Q1,-999,-999,0.466666666666667,3.40527275489246,,flat,150,0.016214358754214,327,424,346.262503789027,295,0.387667502106948,2,-999,"",-999,-999,-999
L08L,-42.4825,-73.7659,41,"2DA COMISARIA CASTRO","Episensor FBA - Basalt Serial 1293",CSN,Q1g,363,360,1.7,5.79145536033004,1.56 [Hz],peak,206,0.016204149040546,327,187,229.99214231833,363,-999,1,-999,"",-999,-999,-999
L08R,-40.3198,-72.4768,0,"TENENCIA LAGO RANCO","Episensor FBA - Basalt Serial 1230",CSN,Q1g,493,449,4.16666666666667,4.23230402408856,6.8 [Hz],peak,540,0.115431182971709,567,493,530.362773447322,493,-999,1,-999,"",-999,-999,-999
L09C,-39.5828,-71.469,1223,"ADUANA MAMUIL MALAL","Episensor FBA - Basalt Serial 1227",CSN,Q1,-999,-999,-999,0,,,-999,0.0386048950267888,394,-999,394,394,0.557379023284951,8,-999,"",-999,-999,-999
L09L,-41.865,-73.826,25,"1RA COMISARIA ANCUD","Episensor FBA - Basalt Serial 1369",CSN,OM3b,675,182,8.7,5.14984578738084,2.85 [Hz],peak,728,0.0541352246043215,430,906,714.9101081217,675,-999,1,-999,"",-999,-999,-999
L09R,-39.8511,-71.9474,0,"RETEN NELTUME","Episensor FBA - Basalt Serial 1495",CSN,Q3i,-999,-999,-999,0,,,-999,0.0972694548164786,528,-999,528,528,0.557379023284951,8,-999,"",-999,-999,-999
L10L,-40.971,-72.8834,95,"TENENCIA PUERTO OCTAY","Episensor FBA - Basalt Serial 1288",CSN,Q1g,323,348,0.133333333333333,3.21060260384255,0.45 [Hz],flat,150,0.174318860005401,701,508,531.262806911185,323,-999,1,-999,"",-999,-999,-999
L10R,-40.07,-72.873,0,"SUBCOMISARIA PAILLACO","Episensor FBA - Basalt Serial 1224",CSN,Q1g,370,384,0.566666666666667,9.319105624858,0.66 [Hz],peak,150,0.02660865519282,367,272,291.339193695059,370,-999,1,-999,"",-999,-999,-999
L11L,-40.7995,-73.2183,69,"2DA COMISARIA RIO NEGRO","Episensor FBA - Basalt Serial 1364",CSN,Q1g,427,374,2.76666666666667,6.58959661532515,1.4 [Hz],peak,358,0.151481066595459,647,261,397.206751320091,427,-999,1,-999,"",-999,-999,-999
L11R,-39.8626,-72.8113,0,"CESFAM LOS LAGOS","Episensor FBA - Basalt Serial 1182",CSN,Q1,233,231,1.23333333333333,7.23269528215858,1.41 [Hz],peak,150,0.0265585291302754,366,556,422.747499242195,233,-999,1,-999,"",-999,-999,-999
L12L,-40.5809,-73.7333,24,"RETEN BAHIA MANSA","Episensor FBA - Basalt Serial 1296",CSN,PzTr4,-999,-999,6.66666666666667,4.8250339682308,,peak,675,0.320407499678534,947,838,801.050477747046,804,0.237400492741652,2,-999,"",-999,-999,-999
L12R,-39.818,-73.2273,6,"INSTITUTO NACIONAL DEL DEPORTE","Episensor FBA - Basalt Serial 1361",CSN,Qf,167,147,0.9,11.0852696797995,0.95 [Hz],peak,150,0.247016439234409,833,400,532.677781145802,167,-999,1,-999,"",-999,-999,-999
L13L,-40.6622,-72.1271,250,"ADUANA","Episensor FBA - Basalt Serial 1282",CSN,Pl3,225,225,0.933333333333333,11.5355182437553,0.95 [Hz],peak,150,0.0658826717000357,458,1296,802.085480448621,225,-999,1,-999,"",-999,-999,-999
L14L,-40.6858,-72.6042,205,"TENENCIA ENTRE LAGOS","Episensor FBA - Basalt Serial 1284",CSN,Q1g,327,295,9.93333333333333,8.54019419095526,0.51 [Hz],peak,749,0.0646396189027931,455,136,459.615979381443,327,-999,1,-999,"",-999,-999,-999
L15L,-41.4691,-72.9398,39,"INTENDENCIA PUERTO MONTT","Episensor FBA - Basalt Serial 1300",CSN,Q1g,415,358,-999,0,0.53 [Hz],flat,-999,0.246895503266418,833,-999,833,415,-999,1,-999,"",-999,-999,-999
L16L,-40.5747,-73.1501,21,"RAHUE","Episensor FBA - Basalt Serial 1248",CSN,Qf,512,514,4.73333333333333,3.8674089184974,5.36 [Hz],peak,583,0.0530721210381823,428,371,469.410988182047,512,-999,1,-999,"",-999,-999,-999
L17L,-40.5877,-73.1284,67,"HOSPITAL BASE SAN JOSE DE OSORNO","Episensor FBA - Basalt Serial 1291",CSN,Pl3t,437,447,0.8,4.98024967370703,1.03 [Hz],peak,150,0.0455090867006488,410,246,296.061230675962,437,-999,1,-999,"",-999,-999,-999
L18L,-43.1872,-71.8671,348,"3RA COMISARIA FUTALEUFU","Episensor FBA - Basalt Serial 1306",CSN,Q1,300,300,-999,0,7.9 [Hz],,-999,0.101029578428255,536,-999,536,300,-999,1,-999,"",-999,-999,-999
L19L,-42.9153,-72.7114,14,"CHAITEN","Episensor FBA - Basalt Serial 1283",CSN,Qm,271,227,-999,0,1.87 [Hz],peak,-999,0.0324058404531637,380,-999,380,271,-999,1,-999,"",-999,-999,-999
L20L,-43.1337,-73.6333,13,"AEROPUERTO QUELLON","Episensor FBA - Basalt Serial N/A",CSN,Q1g,434,486,1.06666666666667,6.59427646961503,1.23 [Hz],peak,150,0.0548429284887106,432,372,363.124583207032,434,-999,1,-999,"",-999,-999,-999
LACH,-33.451778,-70.530807,690,"COLEGIO LAS AMERICAS","EpiSensor + Altus Everest",C-IRISDMC,,574,-999,0.53,1.66214949625142,,flat,150,0.0419840754638732,402,-999,306.860260685056,574,-999,1,-999,"",-999,-999,-999
LAGO01R,-39.8314,-73.2391,-999,"VALDIVIA, HOSPITAL","QDR",REN,,274,-999,0.73,3.66075480883188,,peak,150,0.0531021273588131,428,-999,323.044255835102,274,-999,1,-999,"",-999,-999,-999
LAJA,-37.2809,-72.112,84,"LAJA","Episensor 200 Hz 5 Volt per g/KMI Rock Acausal",C-IRISDMC,Q3av,-999,-999,5.41,0,,flat,623,0.0259810149766558,365,-999,462.404971203395,519,0.531822001697684,3,-999,"HNE, HNN, HNZ",90,0,0
LC01,-38.89752,-71.87605,406,"CUNCO","CMG-5T",C1-IRISDMC,Qf,-999,-999,0.466666666666667,78.1469343693663,,peak,150,0.36704887218087,1019,1011,888.849045165202,686,0.387667502106948,2,-999,"",90,90,0
LC02,-38.79189,-73.39471,67,"PUERTO SAAVEDRA","Episensor, DC to >200 Hz,  20V differential full s",C1-IRISDMC,Qf,-999,-999,0.366666666666667,5.5280092727735,,peak,150,0.0263089519520151,366,849,558.722946347378,460,0.387667502106948,2,-999,"",90,90,0
LL01,-42.3787,-72.4125,62,"SAN IGNACIO DE HUINAY","CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Q1,-999,-999,4.66666666666667,2.14483694888035,,flat,579,0.481640290929061,1197,1088,1056.4971203395,923,0.387667502106948,2,-999,"",90,0,-999
LL02,-43.19055,-71.84838,368,"FUTALEUFU","CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,JK1m,-999,-999,0.366666666666667,0,,flat,150,0.458170132213365,1161,1539,1189.32312822067,915,0.387667502106948,2,-999,"",90,0,-999
LL03,-41.1384,-72.40336,227,"LODGE PETROHUE"," CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Q3i,298,233,0.833333333333333,4.37647295864447,0.81 [Hz],peak,150,0.172275624542459,696,351,456.450136404971,298,-999,1,-999,"",90,0,-999
LL04,-40.90972,-72.40817,247,"PUERTO OCTAY","CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Q1,239,-999,5.03333333333333,5.21810088618708,,peak,602,0.284089409071296,891,917,785.645021372894,239,-999,1,-999,"",90,0,-999
LL05,-41.405341,-73.47445,208,"LOS MUERMOS"," CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Q1g,506,500,7.83333333333333,2.89497543109119,0.19 [Hz],peak,709,0.0486216003023219,418,305,493.646844355042,506,-999,1,-999,"",90,0,-999
LL06,-42.215136,-73.6283,180,"LONCOMILLA","CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Q1g,493,-999,0.166666666666667,3.2970193391475,,peak,150,0.0217993462157398,351,372,331.500454683237,493,-999,1,-999,"",90,0,-999
LL07,-42.83235,-73.47785,54,"HOTEL ESPEJO DE LUNA"," CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Q1g,372,435,0.3,2.46994778108022,,flat,150,0.132089340533877,603,397,441.488632919066,372,-999,1,-999,"",90,0,-999
LMEL,-33.8476,-70.2075,1536,"LAS MELOSAS","Episensor 200 Hz 2.5 Volt per g/Quanterra 330 Line",C-IRISDMC,OM2c,-999,-999,4.8,2.59063293635333,,peak,588,0.495664891423863,1219,980,885.278979129998,893,0.237400492741652,2,0.045,"",90,0,0
LR02,-39.80608,-73.25045,0,"UNIVERSIDAD AUSTRAL"," CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Pl1m,245,217,0.7,8.83039467366649,,peak,150,0.0265449410646381,366,747,511.386783873901,245,-999,1,-999,"HNE, HNN, HNZ",90,0,-999
LR03,-39.632184,-72.345701,253,"PANGUIPULLI","CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Q1g,-999,-999,0.4,631.409787214005,,peak,150,0.0419334990792427,402,-999,306.860260685056,252,0.531822001697684,3,-999,"",90,0,-999
LR04,-39.88019,-73.425822,94,"CORRAL"," CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,PzTr4,457,457,0.466666666666667,10.6920341950772,3.6 [Hz],flat,150,0.0913311514898798,515,671,534.289481661109,457,-999,1,-999,"",90,0,-999
LR05,-40.229975,-72.0044,204,"CURRINE","CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Mg,464,-999,3.1,0,,peak,416,0.106063113252672,547,430,454.094543625849,464,-999,1,-999,"",90,0,-999
LSCH,-29.9084,-71.2452,-999,"LA SERENA - UNIVERSIDAD","Episensor + TDT3C24",C,,552,-999,2.9,2.93683417621973,,peak,383,0.0162380279744999,327,-999,358.997234096052,552,-999,1,-999,"",-999,-999,-999
M01A,-53.123,-70.8973,0,"HOSPITAL REGIONAL DE PUNTA ARENAS","Episensor FBA - Basalt Serial 1192",CSN,Q1,-999,-999,-999,0,,,-999,0.0313773494735555,378,-999,378,378,0.557379023284951,8,-999,"",-999,-999,-999
M01L,-35.4151,-71.6623,100,"REGIMIENTO Nº16 DE TALCA","Episensor FBA - Basalt Serial 1454",CSN,Pl3t,638,511,3.86666666666667,3.43753724001731,6.97 [Hz],peak,512,0.0512241615100774,424,304,416.7865225044,638,-999,1,-999,"",-999,-999,-999
M02A,-53.168,-70.9114,0,"PUERTO MUELLE PRAT","Episensor FBA - Basalt Serial 1235",CSN,Q1,-999,-999,-999,0,,,-999,0.0628027698759727,451,-999,451,451,0.557379023284951,8,-999,"",-999,-999,-999
M02L,-34.9995880127,-70.8114929199,0,"RETEN LOS QUEÑES","Episensor FBA - Basalt Serial 1509",CSN,OM2c,-999,-999,3.06666666666667,2.63074688096063,,peak,411,0.115273212273639,567,935,634.222780990696,642,0.237400492741652,2,-999,"",-999,-999,-999
M03A,-53.1592,-70.9216,0,"REGIMIENTO REFORZADO N°10 PUDETO","Episensor FBA - Basalt Serial 1258",CSN,Q1,-999,-999,-999,0,,,-999,0.0411671377594993,400,-999,400,400,0.557379023284951,8,-999,"",-999,-999,-999
M03L,-34.9758262634,-71.231262207,200,"ESTADIO CURICO","Episensor FBA - Basalt Serial 1504",CSN,Q1,715,715,0.1,2.3469623248986,,flat,150,0.0674539558407079,461,502,434.777205213701,715,-999,1,-999,"",-999,-999,-999
M04A,-51.7306,-72.5104,0,"SERVIU PUERTO NATALES","Episensor FBA - Basalt Serial 1219",CSN,Ks1mp,-999,-999,2.9,3.62845699254557,,peak,383,0.0275423040472344,369,935,572.972592406336,580,0.237400492741652,2,-999,"",-999,-999,-999
M04L,-35.2816,-71.2577,0,"TENENCIA CUMPEO","Episensor FBA - Basalt Serial 1307",CSN,Pl3t,-999,-999,3.13333333333333,5.9255361114775,,peak,421,0,100,401,332.668971586623,331,0.237400492741652,2,-999,"",-999,-999,-999
M05A,-51.2593,-72.3463,0,"RETEN TORRES DEL PAINE","Episensor FBA - Basalt Serial 1259",CSN,Ks1mp,-999,-999,0.766666666666667,5.51992036995876,,peak,150,0.0080896520226942,283,168,210.279478629888,191,0.387667502106948,2,-999,"",-999,-999,-999
M05L,-34.99,-71.2433,0,"1RA COMISARIA CURICO","Episensor FBA - Basalt Serial 1507",CSN,Q1,548,494,9.96666666666667,2.99402959781601,1.2 [Hz],flat,749,0.0901997408454576,513,701,634.584722643225,548,-999,1,-999,"",-999,-999,-999
