CodeSta,Latitude,Longitude,Altitude,StaName,SensorType,Network,Geology,MeasuredVs30,Vs30_fCSN,f0_HVSR,A0_HVSR,f0_fCSN,TypeCurveHVSR,InfVs30_HVSR,TopographicSlope,InfVs30_TopoSlope,InfVs30_Vp,InferedVs30,PreferedVs30,uncertainty_Vs30,IDPreferedVs30,Kappa0,Channels,OrientationCH1,OrientationCH2,OrientationCH3
A01C,-27.0705,-70.8268,36,"ESTADIO MUNICIPAL DE CALDERA","Episensor FBA - Basalt Serial 1458",CSN,Pl1m,749,749,7.6,2.39375235999407,,flat,703,0.0243554514058131,361,986,700.810548651106,749,-999,1,-999,"",-999,-999,-999
A01F,-23.6397514343,-70.3958053589,6,"SERVIU ANTOFAGASTA","Episensor FBA - Basalt Serial 1494",CSN,Pl1m,-999,-999,3.1,1.50202616009466,,flat,416,0.107624182883508,550,1273,866.033040315247,762,0.387667502106948,2,-999,"",-999,-999,-999
A01P,-18.2186,-69.3214,0,"RETEN CHUCUYO","Episensor FBA - Basalt Serial 1503",CSN,Q3av,-999,-999,0.433333333333333,3.52666910282072,,peak,150,0.103341480987661,541,177,315.18490451652,260,0.387667502106948,2,-999,"",-999,-999,-999
A01Y,-44.7277,-72.6831,90,"TENENCIA PUERTO CISNES","Episensor FBA - Basalt Serial 1260",CSN,Mg,269,248,0.5,5.35420488031926,0.52 [Hz],peak,150,0.0482437265315532,417,145,251.922097605335,269,-999,1,-999,"",-999,-999,-999
A02C,-27.1038,-70.8493,20,"CAMPING CORFO","Episensor FBA - Basalt Serial 1294",CSN,Jig,-999,-999,3.13333333333333,1.43991451763931,,flat,421,0.0487188048603739,418,1130,748.861473173689,678,0.387667502106948,2,-999,"",-999,-999,-999
A02F,-23.1013450623,-70.4450759888,15,"TENENCIA MEJILLONES","Episensor FBA - Basalt Serial 1299",CSN,Pl1m,-999,-999,0.166666666666667,3.28970780804047,,peak,150,0.0239351259911201,360,288,296.031524704456,254,0.387667502106948,2,-999,"",-999,-999,-999
A02P,-17.5951,-69.4767,0,"TENENCIA VISVIRI","Episensor FBA - Basalt Serial 1489",CSN,PPl1l,-999,-999,0.2,4.74773566989715,,peak,150,0.0678323105247187,462,309,345.600181873295,288,0.387667502106948,2,-999,"",-999,-999,-999
A02Y,-45.3964,-72.6812,8,"REGIMIENTO DE INGENIEROS N°8","Episensor FBA - Basalt Serial 1187",CSN,Q1,-999,-999,0.233333333333333,5.28012122260422,,peak,150,0,100,1940,961.182176417096,788,0.387667502106948,2,-999,"",-999,-999,-999
A03C,-27.2616,-70.7736,205,"AEROPUERTO DESIERTO DE ATACAMA","Episensor FBA - Basalt Serial 1052",CSN,Pl1m,762,648,4.33333333333333,2.39051149414216,6.71 [Hz],peak,554,0.0487564103932622,418,1003,676.95656273573,762,-999,1,0.0279094041856608,"",-999,-999,-999
A03F,-23.4532241821,-70.4405899048,113,"AEROPUERTO CERRO MORENO","Episensor FBA - Basalt Serial 1178",CSN,Qa,-999,-999,5.66666666666667,3.20475049175466,,peak,635,0.0325055279323572,380,1267,791.965929092281,799,0.237400492741652,2,-999,"",-999,-999,-999
A03P,-18.4972,-69.1541,0,"RETEN GUALLATIRE","Episensor FBA - Basalt Serial 1272",CSN,PPl1l,-999,-999,0.366666666666667,4.45347393730466,,peak,150,0.032524400570894,380,650,471.836920278872,391,0.387667502106948,2,-999,"",-999,-999,-999
A03Y,-45.573,-72.0779,474,"SERVIU COYHAIQUE","Episensor FBA - Basalt Serial 1223",CSN,Q1,-999,-999,-999,0,,,-999,0.497354851601918,1221,-999,1221,1221,0.557379023284951,8,-999,"",-999,-999,-999
A04C,-27.2995605469,-70.4131698608,312,"AERODROMO DE CHAMONATE","Episensor FBA - Basalt Serial 1176",CSN,Qf,534,534,5.76666666666667,2.78244362085062,1.13 [Hz],peak,640,0.0243827654850817,361,936,673.091651998994,534,-999,1,0.0250736516607077,"",-999,-999,-999
A04F,-23.666891098,-70.4010620117,37,"HOSPITAL MILITAR DE ANTOFAGASTA","Episensor FBA - Basalt Serial 1305",CSN,Qa,-999,-999,10,2.98712736570884,,peak,750,0.0325046352569286,380,1105,780.722592406336,784,0.237400492741652,2,-999,"",-999,-999,-999
A04P,-18.8337,-69.7445,1855,"RETEN CODPA","Episensor FBA - Basalt Serial 1268",CSN,OM3t,483,483,7.66666666666667,2.3229092515208,1.6 [Hz],peak,704,0.0734692608191295,475,847,696.119751068645,483,-999,1,0.0271264377931022,"",-999,-999,-999
A04Y,-45.9126,-71.6969,534,"AEROPUERTO BALMACEDA","Episensor FBA - Basalt Serial 1218",CSN,Q1g1,-999,-999,-999,0,,,-999,0.0491453744429394,419,-999,419,419,0.557379023284951,8,-999,"",-999,-999,-999
A05C,-27.361158371,-70.339881897,376,"EDIFICIO MOP COPIAPO","Episensor FBA - Basalt Serial 1312",CSN,Qf,632,632,4.93333333333333,5.68908165768998,6.3 [Hz],peak,596,0.0520178268448977,426,693,586.939715866231,632,-999,1,0.0195112251865134,"",-999,-999,-999
A05F,-22.8914203644,-69.3206787109,1626,"RETEN SIERRA GORDA","Episensor FBA - Basalt Serial 1240",CSN,MP1c,-999,-999,5.66666666666667,3.26506475489908,,peak,635,0.0350862222315091,386,1106,737.042808649736,742,0.237400492741652,2,0.0143963979398194,"",-999,-999,-999
A05P,-18.4863,-70.3005,44,"FFEE","Episensor FBA - Basalt Serial 1270",CSN,Qf,446,446,1.13333333333333,2.80583290161196,1.2 [Hz],flat,150,0.0536549217109417,429,418,383.301000303122,446,-999,1,0.0241412208104411,"",-999,-999,-999
A05Y,-46.5401,-71.7238,562,"3RA COMISARIA CHILE CHICO","Episensor FBA - Basalt Serial 1257",CSN,Q1g1,209,208,-999,0,0.78 [Hz],peak,-999,0.0161926035071536,327,-999,327,209,-999,1,-999,"",-999,-999,-999
A06C,-27.3493728638,-70.3478012085,362,"TELETON COPIAPO","Episensor FBA - Basalt Serial 1386",CSN,Qf,532,483,10,2.3182291755431,5.81 [Hz],flat,750,0.0487774771646963,418,1252,853.348287359806,532,-999,1,0.024238288574891,"",-999,-999,-999
A06F,-22.3442,-69.6581,1293,"TENENCIA MARIA ELENA","Episensor FBA - Basalt Serial 979",CSN,MP1c,-999,-999,1.13333333333333,2.22156402161082,,flat,150,0.0524215209947931,426,561,448.49317975144,370,0.387667502106948,2,0.0374598317610452,"",-999,-999,-999
A06P,-18.4697,-70.2935,29,"3RA COMISARIA ARICA","Episensor FBA - Basalt Serial 1251",CSN,Qf,500,500,1.83333333333333,3.0879668431247,2.5 [Hz],peak,227,0.0235561549707998,359,596,389.80318078954,500,-999,1,0.0228597896861437,"",-999,-999,-999
A06Y,-47.2532,-72.5718,146,"4TA COMISARIA COCHRANE","Episensor FBA - Basalt Serial 1172",CSN,DC4,264,261,0.766666666666667,3.90114461747253,0.82 [Hz],peak,150,0,100,-999,118.876932403759,264,-999,1,-999,"",-999,-999,-999
A07C,-27.3741,-70.3178,405,"REGIMIENTO N°23","Episensor FBA - Basalt Serial 1081",CSN,Qf,441,441,2.56666666666667,6.6612490914883,2.51 [Hz],peak,316,0.0909786822984833,514,544,446.091526276088,441,-999,1,0.0246885804108174,"",-999,-999,-999
A07F,-21.6278,-69.5511,844,"ADUANA","Episensor FBA - Basalt Serial 1191",CSN,MP1l,-999,-999,1.4,5.86309658815844,,peak,150,0.0714201558273826,471,374,379.27917550773,314,0.387667502106948,2,0.0270575143176454,"",-999,-999,-999
A07P,-18.4459,-70.2929,15,"SUBCOMISARIA CHINCHORRO","Episensor FBA - Basalt Serial 1538",CSN,Qf,645,560,1,3.24536308686136,1.2 [Hz],flat,150,0.0325245767440391,380,440,374.38011518642,645,-999,1,0.0246046826270542,"",-999,-999,-999
A07Y,-43.7734,-72.9551,13,"RETEN RAUL MARIN BALMACEDA","Episensor FBA - Basalt Serial 1228",CSN,Mg,266,226,0.333333333333333,5.06313250429991,0.33 [Hz],flat,150,0.053497151769262,429,573,455.233404061837,266,-999,1,-999,"",-999,-999,-999
A08C,-27.3604,-70.3385,380,"TRANSNET - EMELAT","Episensor FBA - Basalt Serial 1532",CSN,Qf,2109,2127,8.73333333333333,1.65266542254106,,flat,728,0.162441358408016,673,1338,989.615641103365,2109,-999,1,-999,"",-999,-999,-999
A08F,-23.1861,-68.0057,2504,"RETEN TOCONAO","Episensor FBA - Basalt Serial 1153",CSN,Qa,-999,-999,0.166666666666667,2.97649963947211,,flat,150,0.0879065571167284,508,324,370.520763867839,305,0.387667502106948,2,-999,"",-999,-999,-999
A08P,-18.4798,-70.331,0,"CLUB DE YATES","Episensor FBA - Basalt Serial 1512",CSN,J3i,997,997,8.66666666666667,2.13684614743638,,flat,727,0.0162622303060017,327,1245,811.224916641406,997,-999,1,-999,"",-999,-999,-999
A08Y,-43.8966,-73.7407,0,"AERODROMO MELINKA","Episensor FBA - Basalt Serial 1199",CSN,Tr4b,-999,-999,8.2,1.84025224241612,,flat,717,0.251097860959965,840,1456,1107.97696271597,1017,0.387667502106948,2,-999,"",-999,-999,-999
A09C,-28.574640274,-70.782989502,0,"HOSPITAL PROVINCIAL DE HUASCO","no info",CSN,MP1c,-999,-999,2.73333333333333,2.08070572949226,,flat,351,0.12270662955848,583,798,649.021521673234,573,0.387667502106948,2,0.000718772171334925,"",-999,-999,-999
A09F,-23.8256,-67.4419,4334,"RETEN EL LACO","Episensor FBA - Basalt Serial 1150",CSN,P3i,-999,-999,-999,0,,,-999,0.0369947136898991,391,-999,391,391,0.557379023284951,8,-999,"",-999,-999,-999
A09P,-18.4805,-70.3249,126,"MUSEO DEL MORRO","Episensor FBA - Basalt Serial 1265",CSN,Qf,1054,1054,2.03333333333333,2.6568931058393,,peak,254,0.420818027148022,1103,750,642.965426200654,1054,-999,1,0.0176279733335043,"",-999,-999,-999
A09Y,-44.7473,-72.2138,323,"RECINTO MOP VILLA AMENGUAL","Episensor FBA - Basalt Serial 1186",CSN,Q1,-999,-999,10,2.79958341649534,,flat,750,0.2959252234605,909,939,899.788117611397,860,0.387667502106948,2,-999,"",-999,-999,-999
A10C,-28.5801,-70.758,387,"ESTADIO MUNICIPAL DE VALLENAR","Episensor FBA - Basalt Serial 1376",CSN,Qf,-999,-999,8.06666666666667,2.79110163658211,,flat,714,0.0490840121190563,419,530,513.43498029706,571,0.387667502106948,2,0.0242155428882095,"",-999,-999,-999
A10F,-25.4110736847,-70.4842300415,38,"1RA COMISARIA TAL TAL","Episensor FBA - Basalt Serial 1056",CSN,J3i,-999,-999,10,3.23196015865874,,peak,750,0.108566300369397,552,1118,828.853155644959,833,0.237400492741652,2,-999,"",-999,-999,-999
A10P,-18.4603,-70.2973,17,"SODIMAC ARICA","Episensor FBA - Basalt Serial 1261",CSN,Qf,389,352,-999,0,1.4 [Hz],peak,-999,0.0162622636338414,327,-999,327,389,-999,1,-999,"",-999,-999,-999
A10Y,-45.164,-73.523,0,"RETEN PUERTO AGUIRRE","Episensor FBA - Basalt Serial 1058",CSN,OM2m,-999,-999,5.16666666666667,2.4236705413178,,flat,610,0.161965198401724,672,2014,1285.77447711428,1137,0.387667502106948,2,-999,"",-999,-999,-999
A11C,-28.6020565033,-70.7626800537,533,"AERODROMO VALLENAR SECTOR SUR","Episensor FBA - Basalt Serial 1413",CSN,MP1c,-999,-999,10,1.90440365096613,,flat,750,0.024544836190544,362,707,578.561079114883,635,0.387667502106948,2,-999,"",-999,-999,-999
A11F,-21.4249,-70.0568,20,"ADUANA","Episensor FBA - Basalt Serial 1459",CSN,Qa,-999,-999,10,3.78079419296794,,peak,750,0.0545647541085896,431,1116,797.49886849384,801,0.237400492741652,2,0.034816129194995,"",-999,-999,-999
A11P,-18.4793,-70.2705,287,"SUBESTACION ELECTRICA CERRO CHUÑO","Episensor FBA - Basalt Serial 1442",CSN,M1c,1013,804,0.866666666666667,3.42350231478931,1.05 [Hz],peak,150,0.0367192739404359,390,691,494.768414671112,1013,-999,1,0.040011252297021,"",-999,-999,-999
A11Y,-48.4688,-72.5592,273,"SUBCOMISARIA VILLA O'HIGGINS","Episensor FBA - Basalt Serial 1220",CSN,DC4,402,402,-999,0,1.89 [Hz],flat,-999,0.0405045711124217,399,-999,399,402,-999,1,-999,"",-999,-999,-999
A12C,-28.5935745239,-70.7569046021,542,"AERODROMO VALLENAR SECTOR NORTE","Episensor FBA - Basalt Serial 1443",CSN,MP1c,-999,-999,4.8,2.00794053678973,,flat,588,0.0324824466814063,380,736,575.476204910579,588,0.387667502106948,2,-999,"",-999,-999,-999
A12F,-22.4957,-68.9023,2290,"AEROPUERTO DE CALAMA","Episensor FBA - Basalt Serial 1181",CSN,Qa,-999,-999,1.16666666666667,2.75531988181116,,flat,150,0.0933104373997831,519,452,434.217641709609,355,0.387667502106948,2,-999,"",-999,-999,-999
A12P,-18.4525,-70.0667,624,"RETEN POCONCHILE","Episensor FBA - Basalt Serial 555",CSN,M3av,590,560,0.466666666666667,3.30478800579064,2.2 [Hz],flat,150,0.144360168240807,631,515,507.181873294938,590,-999,1,0.0132837232677081,"",-999,-999,-999
A13C,-28.4625835419,-71.225227356,0,"SUBCOMISARIA HUASCO","no info",CSN,TrJ1m,-999,-999,5.16666666666667,1.58158051459878,,flat,610,0.0981566335833695,530,1407,948.638072143074,879,0.387667502106948,2,-999,"",-999,-999,-999
A13F,-22.0867,-70.1958,10,"ESTADIO DE TOCOPILLA","Episensor FBA - Basalt Serial 1161",CSN,Jsg,-999,-999,10,2.08324679286474,,flat,750,0.0616034569023758,448,1280,878.055168232798,865,0.387667502106948,2,-999,"",-999,-999,-999
A13P,-18.5187,-70.1793,251,"RETEN SAN MIGUEL DE AZAPA","Episensor FBA - Basalt Serial 1269",CSN,Qf,536,531,1.43333333333333,2.87095703620507,1.3 [Hz],peak,151,0.016262163560488,327,702,475.422249166414,536,-999,1,0.0190429180893119,"",-999,-999,-999
A14C,-26.342,-70.6122,86,"ESTADIO MUNICIPAL DE CHAÑARAL","Episensor FBA - Basalt Serial 1311",CSN,MP1c,-999,-999,6.83333333333333,2.82097826758185,,peak,680,0.0242709265326443,361,872,666.498239879306,668,0.237400492741652,2,0.00860249304471055,"",-999,-999,-999
A14F,-22.0935,-70.2002,20,"ESTACIONAMIENTO MUNICIPALIDAD DE TOCOPILLA","Episensor FBA - Basalt Serial 1160",CSN,Jsg,-999,-999,9.43333333333333,2.8289643961867,,peak,741,0.105911900601118,547,1276,879.413062610008,886,0.237400492741652,2,0.0180878683378765,"",-999,-999,-999
A14P,-18.3511,-70.3359,45,"AEROPUERTO CHACALLUTA","Episensor FBA - Basalt Serial 1262",CSN,PPl1c,474,474,0.366666666666667,4.24763813768677,0.42 [Hz],peak,150,0.106076524200738,547,321,384.354956047287,474,-999,1,0.02646000214573,"",-999,-999,-999
A15C,-26.3925,-70.0479,832,"BOMBEROS DE DIEGO DE ALMAGRO","Episensor FBA - Basalt Serial 1533",CSN,Qa,-999,-999,2.8,2.49231988804825,,peak,364,0.0162463615641677,327,975,568.830085491577,577,0.237400492741652,2,-999,"",-999,-999,-999
A15F,-23.704044342,-70.4212493896,0,"UNIVERSIDAD DE ANTOFAGASTA","no info",CSN,Qa,-999,-999,2.73333333333333,1.58065789624833,,flat,351,0.0940455618447803,521,1091,760.790845710821,664,0.387667502106948,2,-999,"",-999,-999,-999
A15P,-18.4722,-70.3129,8,"UNIVERSIDAD DE TARAPACA","Episensor FBA - Basalt Serial 1455",CSN,Qf,445,390,0.866666666666667,3.77065307808722,1.1 [Hz],peak,150,0.123650354030161,585,415,442.814489239163,445,-999,1,0.0170702850696254,"",-999,-999,-999
A16C,-26.2495,-69.6256,2146,"4TA COMISARIA EL SALVADOR","Episensor FBA - Basalt Serial 1492",CSN,MP1c,-999,-999,7.06666666666667,3.72909312169727,,peak,688,0.0162466857587891,327,1050,723.456625597184,727,0.237400492741652,2,0.0118013074258351,"",-999,-999,-999
A16F,-22.1082,-70.2099,69,"ESCUELA ESTADOS UNIDOS","Episensor FBA - Basalt Serial 1236",CSN,J3i,-999,-999,0.166666666666667,1.5541949272278,,flat,150,0.099930285110745,534,1347,855.425583510155,684,0.387667502106948,2,-999,"",-999,-999,-999
A16P,-19.1601,-70.1797,92,"TENENCIA DE CARRETERAS CUYA","Episensor FBA - Basalt Serial 1315",CSN,Qa,-999,-999,4.96666666666667,6.6599939608405,,peak,598,0.0162610450123847,327,696,563.703796831783,564,0.237400492741652,2,0.0297625479706397,"",-999,-999,-999
A17C,-26.7534255981,-69.90574646,0,"RETEN INCA DEL ORO","no info",CSN,Qa,-999,-999,4.33333333333333,2.55821027308106,,peak,554,0.0542874325102485,431,992,676.393512698014,682,0.237400492741652,2,0.0119130419896905,"",-999,-999,-999
A17F,-22.4597,-68.9192,2272,"PISCINA MUNICIPAL CALAMA","Episensor FBA - Basalt Serial 1239",CSN,Qf,-999,-999,10,3.53883323570884,,peak,750,0.0238759037435429,360,427,537.96385466432,532,0.237400492741652,2,0.0651353462846054,"",-999,-999,-999
A17P,-18.8535,-69.1431,0,"SALAR DE SURIRE","Episensor FBA - Basalt Serial 1466",CSN,Qa,-999,-999,3.93333333333333,3.45586153011471,,flat,519,0.204964865097421,768,478,597.187632615944,568,0.387667502106948,2,-999,"",-999,-999,-999
A18C,-27.5026,-70.8867,12,"TERRENOS PARTICULARES DEL SR. JUAN CID","Episensor FBA - Basalt Serial 1183",CSN,DC4,1177,1170,10,1.88276132987492,5.7 [Hz],flat,750,0.0974628294359724,528,1387,958.945438011519,1177,-999,1,-999,"",-999,-999,-999
A18F,-22.4570941925,-68.929397583,2263,"FISCALIA CALAMA","Episensor FBA - Basalt Serial 1198",CSN,MP1l,-999,-999,0.766666666666667,3.70348883463025,,peak,150,0.0385685874183418,394,358,341.791451955138,288,0.387667502106948,2,-999,"",-999,-999,-999
A18P,-18.1991,-69.5623,0,"REGIMIENTO N°24 HUAMACHUCO","Episensor FBA - Basalt Serial 1267",CSN,Q3i,-999,-999,0.933333333333333,6.97280212009097,,peak,150,0.0594844504115359,443,535,443.064261897545,365,0.387667502106948,2,0.0171374376979017,"",-999,-999,-999
A19C,-27.8304,-70.108,955,"RETEN LOS LOROS","Episensor FBA - Basalt Serial 1379",CSN,Qf,506,507,1.33333333333333,2.51209314637143,2.5 [Hz],peak,150,0.0799796774115073,490,651,515.247347681115,506,-999,1,0.0222117499080571,"",-999,-999,-999
A19F,-23.4891,-70.4122,102,"3RA BRIGADA ACORAZADA LA CONCEPCION","Episensor FBA - Basalt Serial 1180",CSN,Qa,-999,-999,9.33333333333333,3.09183267673558,,peak,739,0.134713133287319,609,1109,835.780864973598,840,0.237400492741652,2,-999,"",-999,-999,-999
A19P,-18.4935,-70.2991,75,"EPICENTRO I GIMNASIO AUGUSTO ZUBIRI","Episensor FBA - Basalt Serial 1266",CSN,Qf,722,727,10,3.33852039261553,,peak,750,0.0377691438092122,392,944,727.319461905959,722,-999,1,0.0282906712558332,"",-999,-999,-999
A20C,-27.6172,-69.3428,3747,"MINA MARICUNGA","Episensor FBA - Basalt Serial 1498",CSN,JK1c,-999,-999,7.9,1.54487112911145,,flat,710,0.169876668055447,690,940,808.929978781449,789,0.387667502106948,2,-999,"",-999,-999,-999
A20F,-22.4537391663,-68.9100570679,2296,"HOSPITAL DEL COBRE","Episensor FBA - Basalt Serial 973",CSN,Qf,-999,-999,9.46666666666667,4.29745860402726,,peak,742,0.093285813105764,519,395,563.85636157908,559,0.237400492741652,2,0.0293397227561396,"",-999,-999,-999
A20P,-18.4481,-69.881,1667,"PLANTA QUIBORAX","Episensor FBA - Basalt Serial 1323",CSN,PPl1c,-999,-999,0.766666666666667,2.26377698224424,,flat,150,0.0536441215447739,429,395,372.627159745377,311,0.387667502106948,2,-999,"",-999,-999,-999
A21C,-28.0827,-71.1482,15,"ESCUELA PABLO NERUDA CARRIZAL BAJO","Episensor FBA - Basalt Serial 1378",CSN,TrJg,-999,-999,9.96666666666667,1.7752111080646,,flat,749,0.0745831695982321,478,1195,850.175507729615,842,0.387667502106948,2,-999,"",-999,-999,-999
A21F,-25.4076499939,-70.4884338379,0,"CAPITANIA DE PUERTO TAL TAL","no info",CSN,Qa,-999,-999,4.63333333333333,5.41256648958713,,peak,576,0.0357801814609949,388,615,542.046203168217,542,0.237400492741652,2,0.027122275015929,"",-999,-999,-999
A22C,-28.7548465729,-70.4855499268,800,"TENENCIA ALTO DEL CARMEN","Episensor FBA - Basalt Serial 1365",CSN,Qf,-999,-999,2.63333333333333,4.39073642106309,,peak,330,0.0552893213909925,433,503,416.743210963037,419,0.237400492741652,2,0.0198644235511663,"",-999,-999,-999
A22F,-22.9092,-68.2006,2450,"FOMENTO PRODUCTIVO Y TURISMO SPA","Episensor FBA - Basalt Serial 1273",CSN,MQs,-999,-999,0.5,2.89284953316901,,peak,150,0.0487616608091409,418,417,378.542285541073,316,0.387667502106948,2,-999,"",-999,-999,-999
A23C,-28.9729251862,-70.2157287598,1290,"ESCUELA MUNICIPAL DE LA PAMPA","Episensor FBA - Basalt Serial 1372",CSN,Qf,-999,-999,2.5,3.04278216869126,,peak,300,0.0487209331298133,418,686,465.216369122454,471,0.237400492741652,2,0.0248057829879528,"",-999,-999,-999
A23F,-22.3369293213,-68.6505355835,2534,"RECINTO APR CHIU CHIU","Episensor FBA - Basalt Serial 1177",CSN,Qa,-999,-999,0.4,4.11570967056024,,peak,150,0.0238648309172264,360,193,251.943922400728,220,0.387667502106948,2,0.0548367634715093,"",-999,-999,-999
A24C,-29.0984573364,-70.4608001709,1605,"ESCUELA MUNICIPAL LAS BREAS","Episensor FBA - Basalt Serial 1380",CSN,Qf,-999,-999,3.3,3.99508283980435,,peak,445,0.115600840628213,568,693,563.103218506412,567,0.237400492741652,2,0.0213178310020748,"",-999,-999,-999
A24F,-23.6103038788,-70.2623443604,536,"CARCEL DE ANTOFAGASTA","Episensor FBA - Basalt Serial 1238",CSN,Qe,-999,-999,2.03333333333333,2.28046977161576,,flat,254,0.0352748038119274,387,810,563.954531676266,490,0.387667502106948,2,-999,"",-999,-999,-999
A25C,-28.9553375244,-70.8956985474,813,"RETEN DOMEYKO","Episensor FBA - Basalt Serial 1524",CSN,MP1c,-999,-999,6.9,3.07498767298157,,peak,683,0.0577270460838603,439,1089,763.521875785768,768,0.237400492741652,2,0.00825743004359959,"",-999,-999,-999
A25F,-21.2257,-68.2565,3756,"OLLAGUE","Episensor FBA - Basalt Serial 1216",CSN,PPl1c,-999,-999,-999,0,,,-999,0.017338834418561,332,-999,332,332,0.557379023284951,8,-999,"",-999,-999,-999
A26C,-29.2267,-71.01,780,"ESCUELA RURAL BASICA INCAHUASI","Episensor FBA - Basalt Serial 1461",CSN,JK3,-999,-999,4.33333333333333,5.10408232688995,,peak,554,0.0162396959271241,327,706,549.781619311039,551,0.237400492741652,2,0.0174643326428483,"",-999,-999,-999
A26F,-25.1086,-70.4959,18,"MINA NOVA VENTURA","Episensor FBA - Basalt Serial 1184",CSN,Jig,-999,-999,10,1.8584610036648,,flat,750,0.101678949778515,537,1394,965.707790239466,930,0.387667502106948,2,-999,"",-999,-999,-999
A27C,-27.3670921326,-70.3306808472,398,"2DA COMISARIA COPIAPO","Episensor FBA - Basalt Serial 1382",CSN,Qf,473,473,4,4.27645107195681,6.7 [Hz],peak,525,0.133324639429274,606,495,535.002514458134,473,-999,1,0.0246440302648195,"",-999,-999,-999
A27F,-24.2562,-69.1327,3040,"MINA ESCONDIDA","Episensor FBA - Basalt Serial 1217",CSN,MP1c,-999,-999,1.83333333333333,1.71122644533511,,flat,227,0.0779963322973907,486,901,640.909063352531,539,0.387667502106948,2,-999,"",-999,-999,-999
A28C,-27.4664134979,-70.2653961182,485,"RETEN TIERRA AMARILLA","Episensor FBA - Basalt Serial 1516",CSN,Qf,523,522,3.66666666666667,4.0059355920434,6.9 [Hz],peak,491,0.0244028531843826,361,568,485.06141563993,523,-999,1,0.0143767799138129,"",-999,-999,-999
A28F,-25.1076,-69.5211,2706,"MINA EL GUANACO","Episensor FBA - Basalt Serial 1229",CSN,PE3a,-999,-999,0.5,1.64205201982369,,flat,150,0.0162492279960128,327,945,588.048196423159,485,0.387667502106948,2,-999,"",-999,-999,-999
A29C,-27.4218,-70.2596,464,"ENAMI PAIPOTE","Episensor FBA - Basalt Serial 1384",CSN,Qa,622,622,4.13333333333333,3.32697874531067,3.8 [Hz],peak,537,0.052020912764995,426,879,628.777973346744,622,-999,1,0.0144675055272825,"",-999,-999,-999
A29F,-22.1644,-70.0874,1209,"CENTRAL E-CL BARRILES","Episensor FBA - Basalt Serial 1242",CSN,MP1c,-999,-999,1.76666666666667,3.32552475215356,,peak,217,0.0851530836243698,502,551,406.292682926829,412,0.237400492741652,2,0.0176073168406969,"",-999,-999,-999
A30C,-27.0699,-70.8204,41,"SUBCOMISARIA CALDERA","Episensor FBA - Basalt Serial 1385",CSN,Pl1m,1576,1572,0.1,1.70919063932638,,flat,150,0.104006452310068,543,1050,721.107608366171,1576,-999,1,-999,"",-999,-999,-999
AC01,-26.14788,-70.59866,346,"PAN DE AZUCAR","Guralp CMG5T Sensor/Quanterra 330 Linear",C1-IRISDMC,CPg,-999,-999,8.2,2.10623431450538,,flat,717,0.0900073057783453,512,1033,783.612913003941,779,0.387667502106948,2,-999,"HNE, HNN, HNZ",90,0,0
AC02,-26.835517,-69.129067,3980,"MARICUNGA","Guralp CMG5T Sensor/Quanterra 330 Linear",C1-IRISDMC,MP1c,-999,-999,7.76666666666667,2.28237845935472,,flat,707,0.182099014205366,719,1336,1003.59139133071,939,0.387667502106948,2,-999,"HNE, HNN, HNZ",90,0,0
AC03,-27.239139,-70.745496,321,"AERPTO ATACAMA","Guralp CMG5T Sensor/Quanterra 330 Linear",C1-IRISDMC,Pl1m,-999,-999,5.56,0,,flat,631,0.136230954131774,612,-999,619.173234313428,623,0.531822001697684,3,-999,"HNE, HNN, HNZ",90,0,0
AC04,-28.204575,-71.073928,228,"LLANOS DE CHALLE","Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com",C1-IRISDMC,MP1c,-999,-999,6.7,3.60815441446608,,peak,676,0.0401052263825317,398,1005,720.914068393261,724,0.237400492741652,2,-999,"HNE, HNN, HNZ",90,0,0
AC05,-28.836377,-70.273777,1227,"EL TRANSITO","No information",C1-IRISDMC,Qf,-999,-999,7.86666666666667,1.53483651461741,,flat,709,0.341551817966945,980,1201,1043.13155501667,958,0.387667502106948,2,-999,"HNE, HNN, HNZ",90,0,0
AC06,-27.357117,-70.354689,380,"COPIAPO, MINA CASIMIRO DOMEYKO"," CMG-5T, DC 100 s,  0.255 V/m/s**2, 4g clip level,",C1-IRISDMC,Qf,1247,1246,0.1,1.54143758356579,,flat,150,0.405485166037721,1079,1326,1058.45953319188,1247,-999,1,-999,"HNE, HNN, HNZ",90,0,0
AF01,-22.95196,-68.17876,2443,"SAN PEDRO DE ATACAMA","Episensor, DC to >200 Hz,  20V differential full s",C1-IRISDMC,Qa,-999,-999,0.5,3.28630668065244,,flat,150,0.0369429069483377,391,116,228.312822067293,200,0.387667502106948,2,-999,"HNE, HNE, HNN, HNN, HNZ, HNZ",90,90,0
ANGO01R,-37.795,-72.706,-999,"ANGOL HOSPITAL","QDR",REN,,355,-999,4.39,5.40720614216378,,peak,559,0.0782685939788604,486,-999,527.710680160925,355,-999,1,-999,"",-999,-999,-999
ANTO01R,-22.4588,-68.9302,-999,"HOSPITAL CALAMA","ETNA EPISENSOR",REN,,-999,-999,0.68,2.72864208050961,,peak,150,0.0477516566214973,416,-999,315.574719612004,257,0.531822001697684,3,-999,"",-999,-999,-999
